Date,Close,High,Low,Open,Volume
2024-10-01,0.24263010919094086,0.24263010919094086,0.2395496517419815,0.24263010919094086,0
2024-10-02,0.24026909470558167,0.24050024151802063,0.2392916977405548,0.24026909470558167,0
2024-10-03,0.23975065350532532,0.23923446238040924,0.23691067099571228,0.23975065350532532,0
2024-10-04,0.2371072769165039,0.23744508624076843,0.23615539073944092,0.2371072769165039,0
2024-10-07,0.2362111657857895,0.23612749576568604,0.23350848257541656,0.2362111657857895,0
2024-10-08,0.23391813039779663,0.23394550383090973,0.23304592072963715,0.23391813039779663,0
2024-10-09,0.23350848257541656,0.23389078676700592,0.233236163854599,0.23350848257541656,0
2024-10-10,0.23310023546218872,0.23325791954994202,0.23280178010463715,0.23310023546218872,0
2024-10-11,0.233236163854599,0.23372676968574524,0.23320895433425903,0.233236163854599,0
2024-10-14,0.23337224125862122,0.23329056799411774,0.23282887041568756,0.23337224125862122,0
2024-10-15,0.23282887041568756,0.23296447098255157,0.23199163377285004,0.23282887041568756,0
2024-10-16,0.23212626576423645,0.23315457999706268,0.23201856017112732,0.23212626576423645,0
2024-10-17,0.23296447098255157,0.23282887041568756,0.23199163377285004,0.23296447098255157,0
2024-10-18,0.23207241296768188,0.2326122522354126,0.23207241296768188,0.23207241296768188,0
2024-10-21,0.23277467489242554,0.23288308084011078,0.23242302238941193,0.23277467489242554,0
2024-10-22,0.23242302238941193,0.23220713436603546,0.23116041719913483,0.23242302238941193,0
2024-10-23,0.23121388256549835,0.23121388256549835,0.22977939248085022,0.23121388256549835,0
2024-10-24,0.22993791103363037,0.23014961183071136,0.2297530174255371,0.22993791103363037,0
2024-10-25,0.2304147332906723,0.2307603657245636,0.22996436059474945,0.2304147332906723,0
2024-10-28,0.23054754734039307,0.2300437092781067,0.2292526364326477,0.23054754734039307,0
2024-10-29,0.2294367253780365,0.22948938608169556,0.2287544310092926,0.2294367253780365,0
2024-10-30,0.2287544310092926,0.22904258966445923,0.22760897874832153,0.2287544310092926,0
2024-10-31,0.2285035401582718,0.2285035401582718,0.2285035401582718,0.2285035401582718,0
2024-11-01,0.22883296012878418,0.22922635078430176,0.2281542420387268,0.22883296012878418,0
2024-11-04,0.22851920127868652,0.22948938608169556,0.22851920127868652,0.22851920127868652,0
2024-11-05,0.22883296012878418,0.230255588889122,0.22851920127868652,0.22883296012878418,0
2024-11-06,0.23054754734039307,0.23060069978237152,0.22693748772144318,0.23054754734039307,0
2024-11-07,0.22732438147068024,0.22740192711353302,0.22624434530735016,0.22732438147068024,0
2024-11-08,0.22766079008579254,0.22841481864452362,0.2275312840938568,0.22766079008579254,0
2024-11-11,0.2283104956150055,0.22771263122558594,0.22675737738609314,0.2283104956150055,0
2024-11-12,0.22670596837997437,0.22688600420951843,0.225453719496727,0.22670596837997437,0
2024-11-13,0.2255045622587204,0.2254893034696579,0.22421523928642273,0.2255045622587204,0
2024-11-14,0.22469384968280792,0.22446689009666443,0.22291573882102966,0.22469384968280792,0
2024-11-15,0.2232142835855484,0.22401432693004608,0.22284121811389923,0.2232142835855484,0
2024-11-18,0.22381378710269928,0.22416499257087708,0.2232142835855484,0.22381378710269928,0
2024-11-19,0.22344870865345,0.22413985431194305,0.2235136330127716,0.22344870865345,0
2024-11-20,0.223863884806633,0.2240896373987198,0.22371365129947662,0.223863884806633,0
2024-11-21,0.22376371920108795,0.22441652417182922,0.22356359660625458,0.22376371920108795,0
2024-11-22,0.2240896373987198,0.22432591021060944,0.22332395613193512,0.2240896373987198,0
2024-11-25,0.22393909096717834,0.22479993104934692,0.2240896373987198,0.22393909096717834,0
2024-11-26,0.22413985431194305,0.22446689009666443,0.22383882105350494,0.22413985431194305,0
2024-11-27,0.22446689009666443,0.2254791408777237,0.22421523928642273,0.22446689009666443,0
2024-11-28,0.22535210847854614,0.22560632228851318,0.22489599883556366,0.22535210847854614,0
2024-11-29,0.22509847581386566,0.22573363780975342,0.22484540939331055,0.22509847581386566,0
2024-12-02,0.22509847581386566,0.22494657337665558,0.22403943538665771,0.22494657337665558,0
2024-12-03,0.2243410050868988,0.2241901308298111,0.22358860075473785,0.22413985431194305,0
2024-12-04,0.22383882105350494,0.22522522509098053,0.22358860075473785,0.22388896346092224,0
2024-12-05,0.2247191071510315,0.22673165798187256,0.22497187554836273,0.22497187554836273,0
2024-12-06,0.22598868608474731,0.22662889957427979,0.22591212391853333,0.22629553079605103,0
2024-12-09,0.2263980209827423,0.2263723760843277,0.22570815682411194,0.2263723760843277,0
2024-12-10,0.226142019033432,0.22621876001358032,0.2257591038942337,0.22598868608474731,0
2024-12-11,0.22601424157619476,0.2263723760843277,0.22560632228851318,0.22591212391853333,0
2024-12-12,0.22570815682411194,0.22591212391853333,0.22540290653705597,0.2258611023426056,0
2024-12-13,0.2254791408777237,0.22537751495838165,0.22459293901920319,0.22535210847854614,0
2024-12-16,0.22484540939331055,0.22497187554836273,0.22413985431194305,0.22476962208747864,0
2024-12-17,0.2247191071510315,0.22517451643943787,0.22346369922161102,0.2247191071510315,0
2024-12-18,0.22401432693004608,0.2243410050868988,0.2235386222600937,0.2243410050868988,0
2024-12-19,0.22326411306858063,0.22313956916332245,0.22148394584655762,0.22313956916332245,0
2024-12-20,0.22207418084144592,0.22207418084144592,0.22163119912147522,0.22207418084144592,0
2024-12-23,0.221950963139534,0.22331397235393524,0.2222469300031662,0.22264277935028076,0
2024-12-24,0.22284121811389923,0.2231694608926773,0.2226923555135727,0.22279156744480133,0
2024-12-25,0.22299030423164368,0.22299030423164368,0.22299030423164368,0.22299030423164368,0
2024-12-26,0.22299030423164368,0.22426553070545197,0.2232142835855484,0.2232142835855484,0
